business_id,industry,city,years_in_operation,number_of_employees,annual_revenue_egp,annual_expenses_egp,annual_profit_egp,profit_margin,revenue_growth_rate,customer_growth_rate,monthly_customers,market_demand_score,competition_level,owner_dependency_score,scalability_score,location_score,revenue_stability_score,valuation_egp
EGY-SME-06687,Retail Store,Cairo,6,6,6682695.12,5519818.55,1162876.57,0.174,-0.0949,-0.1048,490,1,9,9,5,4,1,6797000
EGY-SME-09615,Tech Startup,Mansoura,9,43,2789001.1,2391393.42,397607.67,0.1426,0.2522,0.1844,875,1,8,10,9,8,8,4137000
EGY-SME-09911,Retail Store,Giza,6,13,6002783.33,5046523.65,956259.68,0.1593,0.2762,0.318,2670,6,5,8,7,5,2,8358000
EGY-SME-01720,Restaurant/Cafe,Alexandria,7,25,14795543.68,12213923.62,2581620.07,0.1745,-0.0677,-0.0783,647,4,9,5,2,9,7,16167000
EGY-SME-10580,Restaurant/Cafe,Zagazig,20,25,6496399.97,4483223.75,2013176.22,0.3099,0.5407,0.4434,279,1,4,6,3,5,7,11209342
EGY-SME-09463,E-commerce,Luxor,10,10,10773536.29,9470284.18,1303252.11,0.121,0.1086,0.1071,2380,8,9,10,6,2,10,15787000
EGY-SME-03807,Retail Store,Alexandria,2,14,6008766.92,4920373.13,1088393.79,0.1811,0.3161,0.2839,826,3,1,1,5,10,3,11451000
EGY-SME-08440,Retail Store,Mansoura,8,4,4443800.61,3781327.95,662472.66,0.1491,0.1871,0.2211,3151,8,4,7,1,3,8,6567000
EGY-SME-08023,Service Business,Luxor,2,22,6335161.77,4651191.59,1683970.19,0.2658,0.3629,0.4,1053,9,7,2,7,10,1,13716000
EGY-SME-04702,Restaurant/Cafe,Cairo,10,15,11431153.61,9986298.83,1444854.78,0.1264,-0.1224,-0.1554,383,9,6,7,5,2,5,13964000
EGY-SME-03962,Retail Store,Shubra El Kheima,8,5,6382028.3,5669777.53,712250.76,0.1116,0.3721,0.4,1434,3,9,7,6,10,4,9790000
EGY-SME-07854,Retail Store,Giza,19,7,9974369.52,8750576.28,1223793.23,0.1227,0.3799,0.4,1594,7,7,3,3,3,9,21467000
EGY-SME-05558,E-commerce,Faiyum,14,34,15714639.94,11909709.86,3804930.08,0.2421,-0.0801,-0.0825,3370,3,4,6,6,9,8,21864000
EGY-SME-05565,Service Business,Cairo,2,15,9725516.3,7242607.22,2482909.08,0.2553,0.0371,0.0421,607,6,1,1,6,4,10,18450000
EGY-SME-09317,Service Business,Cairo,6,18,8920883.99,7756581.23,1164302.76,0.1305,0.0622,0.0515,794,8,8,9,5,10,8,12654000
EGY-SME-10147,Retail Store,Tanta,18,29,8273900.07,6897721.15,1376178.92,0.1663,0.2543,0.2469,3550,5,6,2,1,7,5,10043160
EGY-SME-06088,Restaurant/Cafe,Ismailia,5,20,10726309.08,9362179.51,1364129.57,0.1272,0.3836,0.3686,1385,7,1,1,8,9,4,23926000
EGY-SME-00891,E-commerce,Asyut,10,22,22796903.04,17890189.07,4906713.97,0.2152,0.2757,0.2562,3127,3,8,7,10,5,4,45041000
EGY-SME-09970,Restaurant/Cafe,Suez,8,26,2877673.35,2497062.8,380610.55,0.1323,-0.1369,-0.1657,1153,9,4,5,7,10,7,3892000
EGY-SME-10798,Education Center,Zagazig,16,28,591531.98,484871.58,106660.4,0.1803,0.3501,0.0839,1723,5,7,6,7,7,1,994468
EGY-SME-04007,Retail Store,Alexandria,9,12,4672738.19,3768166.85,904571.35,0.1936,-0.0582,-0.0434,256,8,4,9,8,1,1,5120000
EGY-SME-04940,Service Business,Mansoura,3,17,6749897.1,5173304.28,1576592.82,0.2336,0.3226,0.2589,742,8,9,7,8,5,4,17444000
EGY-SME-09524,Education Center,Alexandria,15,15,5316340.62,3975514.45,1340826.17,0.2522,0.242,0.2015,325,6,5,2,2,9,2,9723000
EGY-SME-08115,Retail Store,Cairo,3,3,1813588.65,1625112.06,188476.59,0.1039,0.0166,0.0149,1813,8,6,6,7,6,6,2561000
EGY-SME-05899,Tech Startup,Cairo,16,38,65756414.8,40369850.08,25386564.71,0.3861,0.2338,0.2401,2038,4,8,5,2,6,2,111454000
EGY-SME-06174,Service Business,Zagazig,12,12,9268865.28,7188996.3,2079868.98,0.2244,0.1447,0.1352,1045,4,7,8,3,4,6,15157000
EGY-SME-09052,Clinic/Medical,Cairo,16,12,7744301.54,5971669.38,1772632.16,0.2289,0.0678,0.0745,970,10,8,8,7,10,5,14255000
EGY-SME-05820,Retail Store,Cairo,8,9,4459916.3,3928275.64,531640.66,0.1192,-0.1916,-0.2,3987,7,3,5,10,7,6,5949000
EGY-SME-08963,Retail Store,Port Said,7,21,12780364.88,10849735.23,1930629.65,0.1511,0.2687,0.2763,1010,9,5,2,6,7,3,27299000
EGY-SME-09827,Retail Store,Cairo,2,18,2101681.08,1884024.11,217656.97,0.1036,0.3487,0.4,2825,8,1,1,6,2,10,4771000
EGY-SME-02800,Restaurant/Cafe,Alexandria,12,12,14852361.16,12216945.58,2635415.58,0.1774,0.1006,0.0899,1993,2,8,9,3,9,1,12289000
EGY-SME-08576,Restaurant/Cafe,Suez,18,5,6331326.27,5461657.13,869669.14,0.1374,0.2978,0.245,458,3,9,7,1,3,1,7362000
EGY-SME-00585,Education Center,Giza,11,6,3793126.82,2942139.75,850987.07,0.2243,-0.0189,-0.016,1741,10,6,9,1,2,1,5315000
EGY-SME-03269,Education Center,Damietta,11,15,5990468.53,4455274.76,1535193.78,0.2563,0.2912,0.2956,1125,2,2,10,6,10,10,11961000
EGY-SME-03933,Education Center,Cairo,5,7,5412046.46,4187654.11,1224392.35,0.2262,0.1083,0.1286,1068,5,9,1,9,10,8,12170000
EGY-SME-04966,Restaurant/Cafe,Mansoura,6,18,2457692.87,2224463.82,233229.05,0.0949,0.237,0.2386,2824,6,7,4,6,2,8,4155000
EGY-SME-01261,Retail Store,Cairo,13,9,16553894.58,13597435.48,2956459.1,0.1786,0.1476,0.1044,2858,3,1,8,8,9,3,24988000
EGY-SME-08395,E-commerce,Cairo,17,27,10687912.14,9596425.11,1091487.03,0.1021,0.2868,0.3276,965,2,6,3,10,2,7,22185000
EGY-SME-06200,Restaurant/Cafe,Mansoura,13,23,2010186.55,1819676.64,190509.91,0.0948,0.123,0.0906,2436,3,8,2,5,6,6,3013000
EGY-SME-06693,Education Center,Mansoura,19,8,1817375.15,1341226.55,476148.61,0.262,-0.0788,-0.0915,1929,7,5,3,9,10,3,3944000
EGY-SME-00311,Retail Store,Aswan,9,16,8722635.95,7437950.29,1284685.67,0.1473,-0.1081,-0.1001,161,4,7,9,9,2,9,12820000
EGY-SME-01717,Restaurant/Cafe,Cairo,6,12,8887169.11,7925192.54,961976.56,0.1082,-0.0298,-0.0281,2374,7,1,1,8,2,1,13086000
EGY-SME-08040,Tech Startup,Port Said,18,21,58812123.79,51827069.07,6985054.73,0.1188,-0.0299,-0.0326,891,8,6,5,2,7,3,66258000
EGY-SME-06010,Retail Store,Alexandria,10,22,7904925.1,6466146.8,1438778.3,0.182,0.0879,0.1111,2305,2,2,6,4,9,5,10412000
EGY-SME-02053,Restaurant/Cafe,Port Said,18,16,4936413.96,4432380.62,504033.35,0.1021,-0.0171,-0.0125,2658,3,9,6,6,10,1,5291000
EGY-SME-10707,Retail Store,Alexandria,19,8,5353328.2,4824666.05,528662.15,0.0988,0.0623,0.1348,976,7,7,7,3,2,6,5132192
EGY-SME-04669,Education Center,Port Said,8,29,4423276.29,3300743.38,1122532.91,0.2538,0.1162,0.1163,1843,9,5,2,1,6,5,8157000
EGY-SME-04299,Retail Store,Giza,6,21,18261890.51,16083860.48,2178030.04,0.1193,-0.0635,-0.0709,536,1,5,1,6,1,3,23530000
EGY-SME-06647,Service Business,Zagazig,3,31,7957645.65,6302267.39,1655378.26,0.208,0.2761,0.205,786,4,3,6,8,10,7,18894000
EGY-SME-03784,Service Business,Cairo,10,8,9445622.02,7126712.58,2318909.44,0.2455,0.016,0.0158,463,10,5,2,4,9,8,21488000
EGY-SME-01009,Restaurant/Cafe,Suez,15,15,8467636.1,7109706.89,1357929.21,0.1604,-0.1331,-0.1227,318,4,1,8,1,5,6,7901000
EGY-SME-10009,Service Business,Tanta,16,23,13731839.53,9966611.87,3765227.66,0.2742,0.2354,0.2386,1478,9,6,1,9,3,5,29998817
EGY-SME-02186,Service Business,Luxor,16,17,6084958.12,5150949.82,934008.3,0.1535,-0.0881,-0.0828,604,1,9,9,10,6,1,6591000
EGY-SME-03624,Service Business,Shubra El Kheima,16,32,10378503.25,8309774.8,2068728.46,0.1993,0.3066,0.2693,715,8,4,2,9,2,1,21471000
EGY-SME-11741,Retail Store,Zagazig,19,21,10230662.03,5836937.96,4393724.07,0.4295,-0.1606,-0.2335,2705,6,4,1,5,6,5,18350296
EGY-SME-09805,Clinic/Medical,Cairo,2,13,1509236.98,1200263.18,308973.8,0.2047,0.1454,0.1515,852,2,5,7,8,4,8,2083000
EGY-SME-11608,Education Center,Shubra El Kheima,17,3,4891940.6,3025537.57,1866403.03,0.3815,0.0068,-0.1966,1744,8,2,7,3,9,7,7398718
EGY-SME-08497,Tech Startup,Aswan,17,19,39362442.88,34065755.04,5296687.84,0.1346,0.3512,0.3539,2269,5,2,1,8,7,6,82910000
EGY-SME-08024,Retail Store,Damietta,18,11,3714094.23,3227844.16,486250.07,0.1309,-0.0616,-0.0451,1059,3,2,5,1,9,7,3913000
EGY-SME-04835,Clinic/Medical,Suez,12,11,1646225.84,1210770.7,435455.14,0.2645,0.1642,0.1944,688,5,5,3,6,6,8,3010000
EGY-SME-04060,Tech Startup,Aswan,3,46,34328305.16,29424980.08,4903325.08,0.1428,0.1256,0.0891,287,1,9,7,10,1,9,58787000
EGY-SME-04757,Restaurant/Cafe,Giza,3,14,9029896.88,8230668.09,799228.8,0.0885,-0.021,-0.0268,1308,5,1,1,3,5,2,10153000
EGY-SME-07350,Service Business,Cairo,15,29,10192854.88,8741076.34,1451778.54,0.1424,0.0058,0.0048,1482,9,8,1,6,5,1,13641000
EGY-SME-00091,Restaurant/Cafe,Cairo,8,24,816363.24,669573.2,146790.04,0.1798,-0.0198,-0.0227,1862,7,9,5,2,6,4,1296000
EGY-SME-01988,Retail Store,Cairo,13,20,4191722.44,3413002.03,778720.41,0.1858,-0.0013,-0.0014,155,7,9,9,3,2,8,7072000
EGY-SME-00471,Restaurant/Cafe,Shubra El Kheima,12,27,4499134.81,3951445.18,547689.63,0.1217,-0.0081,-0.0097,2045,2,8,5,7,4,5,7063000
EGY-SME-01327,Restaurant/Cafe,Alexandria,16,25,12254041.35,10419432.7,1834608.65,0.1497,-0.1406,-0.1205,1658,9,3,1,7,1,10,24204000
EGY-SME-11866,Clinic/Medical,Alexandria,3,11,842178.57,642409.88,199768.69,0.2372,0.2225,0.2835,910,8,7,6,8,2,4,1736148
EGY-SME-09644,Restaurant/Cafe,Giza,7,17,9560321.41,7891521.35,1668800.06,0.1746,0.0201,0.0206,2626,10,4,4,10,9,2,17619000
EGY-SME-02118,Education Center,Tanta,8,25,3471567.32,2635250.11,836317.21,0.2409,0.1639,0.1577,1185,10,8,4,10,8,3,8284000
EGY-SME-02938,Clinic/Medical,Cairo,9,4,883374.59,629269.08,254105.51,0.2877,0.2589,0.2793,407,3,8,8,6,2,5,1946000
EGY-SME-00889,Restaurant/Cafe,Tanta,13,17,12146791.57,10393476.38,1753315.2,0.1443,0.0869,0.0733,722,6,7,7,7,4,8,20098000
EGY-SME-00984,Restaurant/Cafe,Alexandria,13,5,10542453.57,9658389.64,884063.93,0.0839,0.1813,0.2028,836,8,10,5,3,5,2,11304000
EGY-SME-06933,Retail Store,Cairo,16,7,1875953.37,1570117.71,305835.66,0.163,0.0363,0.0323,2915,6,1,7,7,10,6,2994000
EGY-SME-09069,Restaurant/Cafe,Alexandria,1,14,11801932.73,10589123.61,1212809.12,0.1028,-0.1942,-0.1419,564,9,7,9,1,4,7,13442000
EGY-SME-07702,E-commerce,Cairo,2,4,1654350.9,1252186.74,402164.16,0.2431,0.0356,0.0364,3683,5,1,5,10,2,2,3379000
EGY-SME-10314,E-commerce,Asyut,5,30,9458595.21,6351347.75,3107247.46,0.3285,-0.0848,-0.0732,2413,6,5,9,1,7,6,13612070
EGY-SME-02926,Service Business,Alexandria,14,20,10114671.49,8158342.75,1956328.74,0.1934,-0.0446,-0.0515,693,6,6,1,2,5,8,16226000
EGY-SME-07800,Retail Store,Mansoura,12,21,16477302.58,13767692.41,2709610.17,0.1644,0.1194,0.1048,195,7,2,3,3,1,10,27973000
EGY-SME-03215,Restaurant/Cafe,Cairo,5,20,9615349.04,8277705.52,1337643.52,0.1391,0.0199,0.0254,2810,5,10,1,1,1,2,10577000
EGY-SME-05885,Retail Store,Mansoura,10,19,17854206.3,14570630.93,3283575.37,0.1839,-0.0378,-0.046,3105,4,9,6,3,8,4,18865000
EGY-SME-02342,Restaurant/Cafe,Alexandria,3,23,5969800.69,5191480.87,778319.82,0.1304,0.2789,0.3154,409,8,4,1,8,7,4,10620000
EGY-SME-08621,Tech Startup,Shubra El Kheima,3,73,19914700.88,17220769.71,2693931.17,0.1353,-0.1565,-0.1589,2089,2,2,9,1,5,7,22048000
EGY-SME-07959,Restaurant/Cafe,Cairo,20,4,14533038.31,12924442.38,1608595.92,0.1107,0.209,0.2253,1425,2,8,7,3,9,4,14380000
EGY-SME-09113,Clinic/Medical,Giza,11,10,4105600.52,2816133.97,1289466.54,0.3141,0.177,0.1391,337,1,5,2,9,1,10,9908000
EGY-SME-08545,Retail Store,Alexandria,2,16,5956169.28,5220221.09,735948.19,0.1236,-0.0018,-0.0022,1579,1,6,5,5,1,3,6694000
EGY-SME-10086,Service Business,Shubra El Kheima,18,28,6551384.69,3901380.92,2650003.77,0.4045,0.1659,0.1674,713,7,9,5,7,6,1,12045092
EGY-SME-08122,Education Center,Aswan,11,17,545558.26,394490.45,151067.81,0.2769,-0.1415,-0.1344,1270,9,3,2,6,1,3,1014000
EGY-SME-00628,E-commerce,Giza,16,9,24978783.41,21915981.34,3062802.06,0.1226,0.3553,0.3886,2175,10,7,10,3,10,4,34760000
EGY-SME-07938,Clinic/Medical,Giza,1,19,1339968.95,873869.02,466099.94,0.3478,-0.1694,-0.1306,451,8,1,10,2,7,10,2276000
EGY-SME-04948,E-commerce,Alexandria,16,28,14416497.56,11409598.62,3006898.94,0.2086,0.1381,0.1173,3236,1,5,4,3,9,7,19049000
EGY-SME-05081,Restaurant/Cafe,Port Said,1,4,2545065.95,2174997.73,370068.22,0.1454,0.3969,0.4,1716,6,7,1,8,6,1,5936000
EGY-SME-04245,Retail Store,Mansoura,15,20,2716634.57,2385971.96,330662.61,0.1217,0.1196,0.1426,2480,9,8,6,9,9,4,5325000
EGY-SME-07421,Restaurant/Cafe,Zagazig,16,24,8196428.74,7234551.05,961877.69,0.1174,0.2814,0.3127,1396,10,3,1,9,10,2,15605000
EGY-SME-04766,Tech Startup,Alexandria,15,72,68568505.45,42625100.65,25943404.79,0.3784,0.2393,0.2,228,1,3,2,3,6,4,158169000
EGY-SME-01602,Retail Store,Asyut,19,19,8165201.84,7178068.39,987133.45,0.1209,0.3614,0.3011,2384,10,5,10,8,4,8,19169000
EGY-SME-11518,Education Center,Cairo,10,22,3369217.1,2004526.46,1364690.64,0.405,-0.1243,-0.0372,933,8,6,5,1,8,10,5235003
EGY-SME-01270,Retail Store,Cairo,6,22,13956719.33,11960606.71,1996112.62,0.143,0.1875,0.133,1532,6,4,4,3,2,1,19695000
EGY-SME-00129,Restaurant/Cafe,Shubra El Kheima,2,14,6647998.31,5989064.73,658933.59,0.0991,-0.1358,-0.1356,1088,9,7,2,5,10,5,7740000
EGY-SME-09594,Retail Store,Cairo,7,18,11956216.66,9991173.33,1965043.33,0.1644,0.2995,0.3405,3639,2,10,4,9,5,7,22096000
EGY-SME-10233,Restaurant/Cafe,Cairo,4,7,422693.41,234993.21,187700.2,0.4441,-0.2513,-0.0914,928,7,10,8,3,9,1,831254
EGY-SME-01712,Restaurant/Cafe,Cairo,9,26,6796600.65,5937453.77,859146.88,0.1264,0.3782,0.4,2826,1,6,6,2,1,4,7352000
EGY-SME-04183,Education Center,Ismailia,1,20,4807827.21,3753500.2,1054327.01,0.2193,0.3268,0.388,849,6,10,4,5,8,10,11119000
EGY-SME-08724,Retail Store,Tanta,18,19,2532674.46,2276803.75,255870.71,0.101,0.3773,0.4,534,6,7,9,6,7,3,5078000
EGY-SME-04236,Retail Store,Aswan,18,18,17696063.35,15310324.52,2385738.83,0.1348,0.3618,0.3305,2876,4,1,10,8,8,10,35746000
EGY-SME-06996,Clinic/Medical,Alexandria,7,7,5003501.78,3553619.58,1449882.19,0.2898,0.0219,0.0284,298,7,6,7,8,3,2,8048000
EGY-SME-07525,Retail Store,Cairo,15,23,18146656.69,15345263.05,2801393.64,0.1544,0.3614,0.393,3604,8,1,3,2,10,10,39144000
EGY-SME-02399,Education Center,Giza,15,28,2432457.19,1757546.69,674910.49,0.2775,0.2369,0.3,1297,6,9,9,3,5,2,3300000
EGY-SME-10732,Education Center,Giza,5,15,2216687.55,1649464.44,567223.11,0.2559,-0.2463,-0.0231,323,10,8,5,5,5,6,4506558
EGY-SME-08837,Clinic/Medical,Cairo,8,9,6415540.69,4469807.99,1945732.7,0.3033,0.1427,0.1098,827,3,4,6,4,3,7,10774000
EGY-SME-07874,Service Business,Cairo,19,16,835579.52,686984.78,148594.73,0.1778,0.2183,0.2635,463,5,6,5,1,9,10,1253000
EGY-SME-08461,Tech Startup,Cairo,5,56,67032693.85,56102750.22,10929943.63,0.1631,0.3857,0.338,1019,10,1,8,7,6,8,149258000
EGY-SME-10097,Retail Store,Giza,1,24,15020632.79,9275743.08,5744889.71,0.3825,0.3193,0.3448,2996,1,2,10,7,5,8,25451582
EGY-SME-01187,Education Center,Cairo,4,18,547833.69,418993.33,128840.36,0.2352,0.1053,0.1066,610,9,4,5,9,9,8,1378000
EGY-SME-08438,Restaurant/Cafe,Shubra El Kheima,6,28,12202097.82,10284964.9,1917132.91,0.1571,0.2659,0.2343,2154,4,6,4,8,5,9,28555000
EGY-SME-11748,Clinic/Medical,Alexandria,10,12,14335923.56,9457476.73,4878446.84,0.3403,0.2517,0.1819,443,1,1,10,6,1,5,20977551
EGY-SME-11659,Tech Startup,Alexandria,11,29,29256560.28,16598969.03,12657591.26,0.4326,0.2241,0.2163,3136,10,9,3,4,7,5,61209309
EGY-SME-01978,Retail Store,Faiyum,2,11,648279.6,523289.03,124990.57,0.1928,-0.1679,-0.1666,241,2,2,2,8,8,3,958000
EGY-SME-05315,Clinic/Medical,Cairo,19,5,3206808.69,2455841.38,750967.31,0.2342,-0.1064,-0.1041,517,5,5,4,1,8,3,3937000
EGY-SME-11863,Restaurant/Cafe,Cairo,12,22,9418415.92,7259783.45,2158632.47,0.2292,-0.0582,-0.157,332,7,1,8,6,3,7,14570237
EGY-SME-04248,Restaurant/Cafe,Mansoura,1,5,7949765.6,6761124.85,1188640.75,0.1495,0.0584,0.0652,1920,10,10,5,5,5,2,12155000
EGY-SME-10927,Restaurant/Cafe,Tanta,13,27,6050418.98,4518152.69,1532266.28,0.2532,0.3167,0.3444,1769,7,6,4,1,10,5,9051870
EGY-SME-00916,Retail Store,Cairo,13,17,17009867.08,14287607.64,2722259.44,0.16,0.0336,0.0331,3429,4,6,10,1,6,9,21161000
EGY-SME-01306,Service Business,Cairo,15,29,10910416.85,8748559.58,2161857.27,0.1981,-0.0836,-0.0663,250,9,4,4,4,5,3,14080000
EGY-SME-07898,Retail Store,Ismailia,20,8,1744950.53,1478999.8,265950.74,0.1524,-0.1734,-0.2,2979,4,6,7,1,3,1,1553000
EGY-SME-03050,Retail Store,Giza,9,5,15085628.58,13249800.61,1835827.98,0.1217,-0.1326,-0.1049,1908,1,6,6,5,9,6,19190000
EGY-SME-07886,Service Business,Giza,13,9,2333497.65,2044686.32,288811.33,0.1238,-0.1093,-0.1373,477,3,2,3,1,7,7,2739000
EGY-SME-06654,Restaurant/Cafe,Zagazig,7,4,10031469.56,8285192.66,1746276.9,0.1741,-0.1725,-0.145,2302,7,6,2,9,7,1,13780000
EGY-SME-11421,Service Business,Cairo,15,21,4677930.78,3141988.82,1535941.96,0.3283,0.0106,0.035,655,6,9,3,10,8,2,12340105
EGY-SME-01274,Restaurant/Cafe,Cairo,16,16,1910321.39,1686357.73,223963.66,0.1172,0.1429,0.1678,2815,4,1,2,6,7,9,4021000
EGY-SME-05699,Tech Startup,Shubra El Kheima,3,5,64392669.34,41864944.6,22527724.73,0.3498,-0.0513,-0.0648,252,4,9,8,4,8,4,96644000
EGY-SME-06946,E-commerce,Cairo,19,10,7227791.94,5682297.82,1545494.12,0.2138,0.2365,0.2515,1374,1,2,10,8,1,6,13447000
EGY-SME-09730,Restaurant/Cafe,Port Said,12,5,13826154.4,11670418.0,2155736.4,0.1559,0.3673,0.4,2364,6,10,7,10,4,2,31347000
EGY-SME-02797,Restaurant/Cafe,Tanta,13,21,9993764.76,8523369.39,1470395.37,0.1471,0.2314,0.2106,1155,9,2,1,1,8,1,15735000
EGY-SME-06798,Retail Store,Cairo,16,17,3210759.47,2574368.2,636391.27,0.1982,-0.0311,-0.0258,1525,4,4,3,10,4,1,4852000
EGY-SME-01399,Education Center,Alexandria,5,11,979219.4,741013.29,238206.11,0.2433,-0.1097,-0.1362,1601,4,6,9,10,2,1,1269000
EGY-SME-06616,E-commerce,Alexandria,16,22,24469739.04,21736737.26,2733001.78,0.1117,0.125,0.1135,3934,1,7,1,10,7,10,47059000
EGY-SME-03359,Service Business,Ismailia,10,23,11853911.87,10056415.39,1797496.49,0.1516,0.0968,0.1123,1037,8,7,4,8,2,3,19930000
EGY-SME-00184,Service Business,Alexandria,16,17,7515975.74,6581647.47,934328.27,0.1243,-0.0356,-0.0437,243,4,1,2,5,9,6,12481000
EGY-SME-07318,Education Center,Shubra El Kheima,18,21,6371182.31,4578792.56,1792389.75,0.2813,-0.1863,-0.1725,748,10,4,5,8,9,9,14685000
EGY-SME-04463,Tech Startup,Cairo,6,9,6425892.17,5580880.78,845011.4,0.1315,-0.1129,-0.0872,2132,5,9,7,7,7,6,9013000
EGY-SME-08701,Service Business,Alexandria,19,6,11671587.96,10213415.0,1458172.96,0.1249,0.3145,0.3175,274,4,10,5,1,6,4,14917000
EGY-SME-07708,E-commerce,Cairo,13,30,3425885.57,3077413.5,348472.07,0.1017,0.0162,0.0115,746,9,3,4,7,2,8,5846000
EGY-SME-03564,Retail Store,Giza,10,23,921602.95,774954.38,146648.57,0.1591,-0.1954,-0.1887,2200,9,4,5,6,3,4,1131000
EGY-SME-09089,Restaurant/Cafe,Tanta,17,26,7580275.33,6945849.86,634425.47,0.0837,-0.1037,-0.0935,414,5,5,1,3,2,6,9481000
EGY-SME-11142,Retail Store,Giza,20,16,14485185.19,10456001.98,4029183.22,0.2782,0.1362,0.1716,1338,7,9,4,9,7,4,40807607
EGY-SME-06514,E-commerce,Giza,20,38,6803384.16,5354607.28,1448776.88,0.2129,0.3871,0.2982,3304,8,4,2,9,5,3,19547000
EGY-SME-04568,Restaurant/Cafe,Ismailia,20,21,2340981.57,2128141.99,212839.57,0.0909,0.2932,0.2288,760,3,7,5,10,7,5,5259000
EGY-SME-09196,Restaurant/Cafe,Aswan,9,25,11375322.8,10141469.69,1233853.12,0.1085,0.2582,0.2001,280,4,9,6,6,10,9,20158000
EGY-SME-06604,Service Business,Damietta,14,30,3648879.07,3003785.24,645093.83,0.1768,-0.0965,-0.0782,433,7,2,10,8,6,10,6199000
EGY-SME-09721,E-commerce,Giza,9,8,21273187.67,17511096.27,3762091.4,0.1768,0.0532,0.0471,3465,7,6,1,8,3,5,41499000
EGY-SME-02657,Service Business,Luxor,2,4,1227308.78,980638.68,246670.1,0.201,0.0837,0.0924,91,4,7,5,8,5,9,2351000
EGY-SME-09954,Retail Store,Shubra El Kheima,6,11,8586515.47,7152644.63,1433870.84,0.167,0.2528,0.2702,2152,1,9,5,10,2,7,18110000
EGY-SME-04306,Restaurant/Cafe,Port Said,16,13,1638036.35,1432024.78,206011.57,0.1258,0.2892,0.2033,519,7,8,1,7,7,3,2752000
EGY-SME-01962,Retail Store,Asyut,19,23,10542641.82,9126951.56,1415690.26,0.1343,0.0705,0.0839,621,5,10,10,5,4,9,13303000
EGY-SME-04993,Retail Store,Cairo,3,18,5835123.76,5030288.35,804835.41,0.1379,-0.021,-0.0176,1384,5,7,9,1,3,4,6005000
EGY-SME-04892,Restaurant/Cafe,Giza,8,12,14839758.84,13325142.37,1514616.46,0.1021,0.0675,0.0632,2164,8,4,8,8,9,5,20882000
EGY-SME-06139,Education Center,Zagazig,4,9,2661550.66,1863476.36,798074.3,0.2999,0.2227,0.2073,1143,5,3,9,8,2,3,6053000
EGY-SME-05816,Restaurant/Cafe,Suez,3,12,14374012.96,13043705.83,1330307.13,0.0925,0.1251,0.1602,1122,9,1,7,4,5,2,16711000
EGY-SME-05870,Clinic/Medical,Alexandria,12,3,5140876.95,3947213.24,1193663.71,0.2322,0.1682,0.1592,453,4,10,6,2,4,1,5679000
EGY-SME-08673,Retail Store,Giza,8,10,17927658.03,14926782.73,3000875.3,0.1674,0.0539,0.0661,2081,10,10,3,2,6,9,32213000
EGY-SME-06396,Retail Store,Giza,9,16,9765342.93,8048700.2,1716642.74,0.1758,0.2481,0.2877,1995,8,3,2,1,1,10,20509000
EGY-SME-11370,E-commerce,Cairo,14,25,11239425.85,8875970.46,2363455.39,0.2103,0.0955,0.0391,4147,9,4,5,3,10,1,18882471
EGY-SME-06227,Restaurant/Cafe,Cairo,12,21,14024756.23,12298687.72,1726068.51,0.1231,0.1219,0.1471,1107,10,1,6,8,4,6,23354000
EGY-SME-09046,Restaurant/Cafe,Cairo,20,12,2466001.52,2134338.59,331662.93,0.1345,0.1741,0.2004,2036,2,9,5,1,4,3,2806000
EGY-SME-11967,Clinic/Medical,Cairo,17,21,9267952.23,8546353.83,721598.4,0.0779,0.2868,0.3036,536,3,9,5,6,5,2,19170751
EGY-SME-08519,Retail Store,Cairo,4,3,15474490.93,13602352.73,1872138.2,0.121,0.346,0.4,3594,10,2,6,6,2,3,29532000
EGY-SME-01252,Retail Store,Luxor,18,24,10181305.08,8738843.9,1442461.19,0.1417,0.063,0.0764,1887,9,4,8,6,1,5,17071000
EGY-SME-03177,Education Center,Mansoura,13,24,7480714.27,5582490.35,1898223.92,0.2537,-0.1625,-0.1776,80,2,8,4,6,9,5,11854000
EGY-SME-05073,Retail Store,Shubra El Kheima,8,17,3077200.01,2488930.81,588269.2,0.1912,0.0138,0.01,1198,6,2,6,7,2,5,4420000
EGY-SME-03360,Education Center,Cairo,4,3,6578535.04,5013761.35,1564773.69,0.2379,0.1177,0.128,1565,6,8,6,2,1,2,8636000
EGY-SME-07251,Service Business,Cairo,11,11,3556688.47,2896802.79,659885.67,0.1855,0.0152,0.0197,1055,5,10,8,10,10,3,5715000
EGY-SME-07927,Service Business,Cairo,19,25,6121605.5,4498328.5,1623277.0,0.2652,0.0133,0.0168,704,9,3,2,6,1,9,16113000
EGY-SME-09308,E-commerce,Cairo,13,12,19793128.7,17562499.08,2230629.62,0.1127,0.0704,0.0666,4138,8,10,10,4,8,5,21760000
EGY-SME-10218,Retail Store,Alexandria,20,9,9219499.84,5540225.65,3679274.19,0.3991,0.549,0.3129,1114,7,5,1,3,10,5,14547586
EGY-SME-10781,Retail Store,Giza,18,2,4071005.3,2411813.43,1659191.87,0.4076,-0.1306,-0.3014,3618,5,4,10,6,4,4,5989484
EGY-SME-03290,Restaurant/Cafe,Cairo,10,11,2976220.46,2657463.77,318756.7,0.1071,0.1796,0.1895,1212,2,3,8,6,3,7,5019000
